label,apple ID,variety,repetition,area (mm2),r,g,b
E,13,B32,1,64.11051693404634,134.6842012725135,144.21371193723147,74.18426171140976
E,14,B32,1,89.29067202054813,152.54858061230985,163.5902472789765,93.51970752975622
E,15,B32,1,82.49185447330873,149.5860355735153,145.02691751404944,79.90730129287978
E,16,B32,1,70.53926360159674,153.12544436767107,148.2341955317892,87.2215679794915
E,17,B32,1,86.22650750248147,153.32359259441466,153.2387382955347,89.0312474377265
E,18,B32,1,97.76865707472433,158.76434691044847,163.92718454346752,106.03043284034526
E,19,B32,1,97.08158062930467,145.9943909722068,150.37709412348752,85.04018197849749
F,0,HL648,1,70.02823355565963,162.04262159834028,158.61080038338812,90.98208024459193
F,1,HL648,1,73.9962853502355,148.91974991956732,146.8043355390729,79.97648756988949
F,2,HL648,1,73.27394479611694,148.08382454601542,134.32906913648156,62.173179415896705
F,3,HL648,1,83.07307290677805,165.9113538245821,166.05356997896757,89.49073465923766
F,4,HL648,1,60.23427310055442,167.8019822068028,153.61459569676498,87.48390598212565
F,5,HL648,1,81.50660593372108,150.51773841421058,140.64568654692204,66.56064966425193
F,6,HL648,1,81.68401006866195,163.43253264431743,157.3249614983176,85.20916449524476
F,7,HL648,1,87.89982140321774,150.77895467547543,139.64734360226444,67.48367503261403
F,8,HL648,1,91.15414032759404,156.41064075873237,141.19241267638213,64.85830441822809
F,9,HL648,1,79.40471536195861,149.07615715577643,135.27937079226461,59.618465164290086
F,10,HL648,1,92.44067663401711,162.7276542569495,156.26172792932985,81.4216788877624
F,11,HL648,1,80.8047838975079,155.60715568969854,148.86754877654414,71.6938935000539
F,12,HL648,1,91.83305304306955,152.74403510158905,151.70085382243656,80.37746857459088
F,13,HL648,1,79.50099065683835,149.98944236491025,147.74218041825299,71.05365198195604
F,14,HL648,1,84.14257565738187,152.89226123141563,146.41841063348417,67.64636191014867
F,15,HL648,1,97.7860100442509,161.43078509264032,156.05512933256512,77.23282136034206
F,16,HL648,1,73.95086805555555,152.8986114772827,145.92752438702874,68.12673345636699
F,17,HL648,1,73.08270630242082,157.42806642208276,150.76702964256762,69.73699429211342
F,18,HL648,1,81.81566629120267,153.30592991913747,145.36495956873316,65.7486044691766
F,19,HL648,1,71.5193050722959,159.65714174787436,158.99009007260162,82.47238614745505
G,0,B217,1,63.201027385980716,160.50300767240205,156.45973123893404,77.8721228492305
G,1,B217,1,69.03096492449278,124.41138008724414,128.90224821437133,51.84506016010738
G,2,B217,1,87.43061947732647,149.99545722761553,154.99433365935673,71.58081204077179
G,3,B217,1,70.78027646139081,146.9536592656559,146.4768088745703,62.67609645116828
G,4,B217,1,73.80676217841511,157.6026556776557,160.7660409035409,82.54364316239317
G,5,B217,1,92.56423095957854,139.0128092390667,140.20908811115018,61.96023126978544
G,6,B217,1,102.09980388922688,151.01003993382017,157.70070897481045,78.53740556415657
G,7,B217,1,76.80737254801114,156.51175473896006,154.30399061032864,74.5480161671785
G,8,B217,1,78.34894813760476,158.32022973835353,156.6593115357183,74.95893239235707
G,9,B217,1,79.7137041407297,159.33734883460122,162.65785686248856,89.81724640660923
G,10,B217,1,80.77522666716587,145.37515273953633,151.51220287068867,67.65472718682285
G,11,B217,1,110.99453092420545,149.2199239314714,154.10513518336754,74.78295373427322
G,12,B217,1,93.87339352030459,144.72732353250578,150.7568509362508,71.37851751525352
G,13,B217,1,90.83206490732394,135.86469697689733,137.08955254278712,58.510254652102184
G,14,B217,1,88.37557901456587,147.48000063730294,150.67698300791054,68.55713022488827
G,15,B217,1,76.93203728351611,147.9183951675442,157.3376270356312,75.70468960450594
G,16,B217,1,91.39417802855982,153.56071754373116,160.0528569240706,76.24857003975256
G,17,B217,1,99.72907179516848,154.0984539057055,162.53374352671378,79.12445197215082
G,18,B217,1,89.30190901209022,149.0083417555398,153.00347698852065,72.32050141040533
G,19,B217,1,87.84685295338221,150.13373666735677,154.96315551363745,71.96882212662848
H,0,B231,1,75.2101104157839,151.43234398838436,127.91486523338173,63.11991538852733
H,1,B231,1,73.80665908078959,142.04365325596606,126.90296108716676,63.15869794898455
H,2,B231,1,52.59909191423031,138.28907120429454,131.13647165151266,69.88776694793103
H,3,B231,1,57.14441775452188,144.57964354334547,117.46907889076883,52.86142496630438
H,4,B231,1,72.29778794966407,139.81393260470483,121.13903050350389,52.078586165152004
