A01,224.68,79.07,80.04,68.7,0.5227817745803357,0.47961630695443647,0.562200956937799,0.5334928229665071
A02,286.07,88.5,89.21,72.91,0.5913461538461539,0.5683453237410072,0.6498800959232613,0.6124401913875598
A03,240.94,85.33,82.31,69.17,0.6435406698564593,0.5847255369928401,0.6889952153110048,0.6339712918660287
A04,223.6,80.28,79.72,69.72,0.5933014354066986,0.5191387559808612,0.5047846889952153,0.43301435406698563
A05,248.35,82.19,83.12,73.99,0.5251798561151079,0.45215311004784686,0.5167464114832536,0.4880382775119617
A06,284.93,87.58,89.36,71.42,0.5645933014354066,0.5239234449760766,0.5467625899280576,0.4784688995215311
A07,246.11,84.11,81.59,75.52,0.5443645083932853,0.49521531100478466,0.5323741007194245,0.49282296650717705
A08,249.02,85.34,81.31,71.19,0.6067146282973621,0.5263157894736842,0.5179856115107914,0.4460431654676259
A09,227.88,81.78,79.91,70.64,0.5717703349282297,0.5287081339712919,0.5179856115107914,0.44258373205741625
A10,223.66,81.58,80.7,65.98,0.5875299760191847,0.5611510791366906,0.5731414868105515,0.5478468899521531
A11,262.0,86.27,81.33,70.31,0.4979919678714859,0.4779116465863454,0.5421686746987951,0.5180722891566265
A12,175.04,77.49,72.59,64.53,0.4798387096774194,0.4738955823293173,0.5362903225806451,0.4979919678714859
A13,243.83,85.18,83.28,70.21,0.5241935483870968,0.5060240963855421,0.5241935483870968,0.5100401606425703
A14,205.45,78.62,75.68,70.16,0.4879032258064516,0.4979919678714859,0.4578313253012048,0.43775100401606426
A15,175.59,76.25,72.62,63.92,0.4798387096774194,0.4879032258064516,0.4596774193548387,0.39919354838709675
A16,211.89,79.74,76.29,68.48,0.5,0.4779116465863454,0.46774193548387094,0.42570281124497994
A17,203.86,77.13,77.2,70.41,0.4717741935483871,0.4457831325301205,0.4717741935483871,0.4435483870967742
A18,216.45,81.62,74.71,69.1,0.4637096774193548,0.43373493975903615,0.4859437751004016,0.46586345381526106
A19,210.66,82.35,74.61,65.39,0.5381526104417671,0.5742971887550201,0.5080645161290323,0.5100401606425703
A20,189.21,76.75,73.68,63.83,0.4838709677419355,0.45161290322580644,0.4457831325301205,0.40160642570281124
B01,193.18,82.87,81.33,67.55,0.5107913669064749,0.45215311004784686,0.5179856115107914,0.4473684210526316
B02,196.35,84.69,76.14,69.78,0.5419664268585132,0.45454545454545453,0.4988009592326139,0.41866028708133973
B03,197.15,85.84,78.73,67.82,0.5251798561151079,0.44258373205741625,0.5491606714628298,0.5095693779904307
B04,193.1,83.01,76.42,71.58,0.4988009592326139,0.44630071599045346,0.49760765550239233,0.4200477326968974
B05,158.23,77.35,75.41,62.92,0.5011990407673861,0.4354066985645933,0.5275779376498801,0.45215311004784686
B06,143.75,75.33,70.46,64.01,0.5299760191846523,0.45215311004784686,0.539568345323741,0.4473684210526316
B07,141.43,73.22,70.94,62.76,0.5011990407673861,0.423444976076555,0.5203836930455635,0.42822966507177035
B08,148.82,76.07,73.39,62.02,0.5299760191846523,0.423444976076555,0.5515587529976019,0.44019138755980863
B09,184.2,81.93,78.01,67.42,0.5371702637889688,0.46172248803827753,0.5179856115107914,0.4606205250596659
B10,144.1,72.61,74.8,64.14,0.4880382775119617,0.41148325358851673,0.5011990407673861,0.38995215311004783
B11,173.69,78.58,78.99,65.78,0.4798387096774194,0.41365461847389556,0.46987951807228917,0.392
B12,160.52,75.93,75.81,63.53,0.5020080321285141,0.472,0.46586345381526106,0.37349397590361444
B13,167.08,76.67,76.13,68.59,0.46586345381526106,0.42168674698795183,0.46586345381526106,0.39357429718875503
B14,174.34,80.33,74.36,68.15,0.488,0.436,0.476,0.392
B15,179.03,81.07,77.8,67.82,0.476,0.432,0.492,0.456
B16,142.0,70.14,68.42,64.45,0.44,0.368,0.46774193548387094,0.3895582329317269
B17,132.36,69.4,72.14,56.01,0.452,0.384,0.44,0.364
B18,127.53,70.71,66.56,61.83,0.464,0.384,0.42570281124497994,0.3614457831325301
