label,apple ID,variety,repetition,area (mm2),r,g,b
J,1,HL862,2,107.1339401799,175.1538312544,156.057100798,71.7808650345
J,2,HL862,1,111.8516788597,174.5583078879,162.2717569863,67.2621789934
J,2,HL862,2,77.8361672462,177.7961607072,161.3073697383,70.6381293432
J,3,HL862,1,79.979038636,172.1142227694,158.512551027,69.4719626774
J,3,HL862,2,88.473876405,193.1790917082,174.8332845004,78.4771286258
J,4,HL862,1,119.6740812585,170.8381555546,159.7280440724,67.2024552119
J,4,HL862,2,103.7635999318,194.0858573742,182.5045282793,82.6288910214
J,5,HL862,1,89.8675601314,166.9164158103,151.5005709145,59.3376699768
J,5,HL862,2,101.3542262078,172.6876880257,153.4718294006,70.2089208604
J,6,HL862,1,104.7224874891,165.6209308316,150.0201501853,54.6890986903
J,6,HL862,2,94.4118210826,191.620464003,176.1358411015,78.2872624263
J,7,HL862,1,93.4545640193,182.1470944108,167.6956319032,73.96531054
J,7,HL862,2,110.6041219696,188.9325956584,170.644207938,75.7238693208
J,8,HL862,1,78.3913550348,155.5679089,139.4149702102,59.2750439251
J,8,HL862,2,96.7447124931,180.6678098341,162.5618596476,69.5989518584
J,9,HL862,1,117.2355587777,176.0199654546,163.9123167545,62.2005934718
J,9,HL862,2,94.478879246,180.6395910658,161.9491028485,68.9120308348
J,10,HL862,1,20.154077059,143.6437740044,118.4766525167,57.6413988276
J,10,HL862,2,60.551519409,178.8105333288,165.8398817862,71.1219378865
J,11,HL862,1,47.8439192702,161.6905111697,151.7976061876,64.3306399343
J,11,HL862,2,17.4995924807,169.2561280932,147.9577292576,69.1606404658
J,12,HL862,1,69.0503483581,159.694501507,149.0223418452,65.3884182273
J,12,HL862,2,36.6896399343,172.9242951814,159.5498427496,70.7093676289
J,13,HL862,1,52.0178824972,166.6370296833,154.9117244118,64.9776630597
J,13,HL862,2,37.9426520594,162.1358707439,143.0791314249,69.5225005422
J,14,HL862,1,49.2328907266,152.6262547939,140.1871869564,62.3527883144
J,14,HL862,2,41.3652571453,160.6798315559,144.0135801854,68.3148858766
J,15,HL862,1,34.1234521551,152.5212294711,143.1088744915,67.2662347446
J,15,HL862,2,13.5611350562,170.2501503759,153.4115789474,75.2038345865
J,16,HL862,1,17.1269124079,154.6707897241,139.0514985728,69.0705280685
J,16,HL862,2,11.8833619689,155.3533174143,140.6392631758,78.3690943203
J,17,HL862,1,30.2975271784,167.5712831303,169.774968609,74.4560016289
J,17,HL862,2,32.1026795595,174.6985037327,170.2199865432,91.1963089936
J,18,HL862,1,32.0301795523,158.002820332,143.8325427857,58.8566117557
J,18,HL862,2,46.0225580061,168.019409207,145.6283338563,65.0732663947
J,19,HL862,1,48.9858236417,158.3310649953,145.7521752871,63.6805646266
J,19,HL862,2,33.073483973,160.413509061,141.5007926393,70.8136520469
K,0,B143,1,116.8104482533,190.46608354,182.5299252425,82.5702285394
K,0,B143,2,69.1790946356,194.610036991,178.5449957318,79.5955101613
K,1,B143,1,74.8405199928,179.632904038,191.9107194732,91.3639142885
K,1,B143,2,130.3314462096,196.1658107526,188.7197094145,82.4996571028
K,2,B143,1,140.2072530568,198.3075958757,194.8994214079,101.4624953638
K,2,B143,2,120.2671190491,196.7345935532,183.3395941148,87.9480850476
K,3,B143,1,123.4185801754,205.5249503517,206.4096317614,121.288868693
K,3,B143,2,127.0596192779,189.8286924247,178.9906882062,81.9359865269
K,4,B143,1,120.872263522,170.1303847178,163.0642084368,70.8999578933
K,4,B143,2,123.5174006043,192.739856541,176.8645380469,78.2410632447
K,5,B143,1,112.2132941568,187.5267258209,178.565188427,82.6082772787
K,5,B143,2,116.4878624416,197.3306422149,191.5366197058,103.0489658798
K,6,B143,1,113.6437615126,185.2393537303,175.325017363,75.2207661659
K,6,B143,2,141.1629255043,205.1652694258,198.714506525,95.5300928141
K,7,B143,1,134.7995873295,188.1442307692,172.0134630806,70.8366155697
K,7,B143,2,123.7616126148,199.8555683335,185.4572690109,80.7940887609
K,8,B143,1,85.1182533536,188.8701709943,177.392324743,81.1245920008
K,8,B143,2,70.5270604179,198.6588826225,187.4230260839,97.3446716015
K,9,B143,1,95.1392884682,196.9510537569,190.6745025744,94.7915721267
K,9,B143,2,80.7899890079,199.5105796004,182.2654972861,93.7774113662
K,10,B143,1,51.9366308932,174.6626971483,174.5037438267,81.3136649673
K,10,B143,2,55.2800472604,188.3679835237,184.0080696499,93.562797229
K,11,B143,1,57.6097529562,178.4960074815,179.1363031437,89.5266707431
K,11,B143,2,46.1074510203,191.5501489795,182.7873961064,94.7504984654
K,12,B143,1,32.224472068,176.0389552191,177.0653628245,90.220607535
K,12,B143,2,35.3274647772,176.6905373832,161.3764310748,81.110864486
K,13,B143,1,64.7238271506,183.317382531,187.2474776593,92.6284712213
K,13,B143,2,44.5511788847,200.0495641691,198.7148785237,108.5904117211
K,14,B143,1,42.5697196148,176.3635833799,177.9317856189,88.0258869812
K,14,B143,2,60.5076238903,198.1337042109,192.8486819582,97.6952755906
K,15,B143,1,44.6762529222,180.8047934916,183.573531791,91.9428895001
K,15,B143,2,30.2993715689,188.0411448407,181.6862578274,99.6538932753
K,16,B143,1,68.062032248,182.7232186358,172.8492844093,77.643955542
K,16,B143,2,58.173329721,194.6823981635,185.653088463,85.4264410158
K,17,B143,1,41.0025201828,180.316158306,178.0987396017,89.8599949584
K,17,B143,2,19.4207317073,182.1416238547,176.0081563477,90.7469413696
K,18,B143,1,51.8646324627,181.5663136058,175.4428021463,89.9236431093
K,18,B143,2,48.6281254668,183.8747316741,165.1800386814,87.0563643706
K,19,B143,1,31.8611907412,163.2610845398,164.2580144778,92.8335703206
K,19,B143,2,42.8584471962,180.0062417159,160.1339438487,94.8759850584
L,0,HL648,1,133.5682255055,209.7454895244,194.9622426077,89.1608599426
L,0,HL648,2,123.5944914472,210.1101229688,183.2685466707,73.6148187561
L,1,HL648,1,94.1402217515,189.7094779916,163.6327692988,58.6322716213
L,1,HL648,2,114.8688008928,194.1882621951,166.5745771632,64.8875036295
L,2,HL648,1,114.3600162459,187.730643293,154.3113308221,51.8341466084
L,2,HL648,2,127.6269137487,196.4410170018,161.6289611632,62.0888445466
L,3,HL648,1,133.3948126611,183.3855055002,159.5258813589,58.6833836669
L,3,HL648,2,121.2241782046,195.8753840725,167.4375887563,59.9736291732
L,4,HL648,1,119.38290048,184.3750917993,150.5279944046,54.1881360378
L,4,HL648,2,134.5930667642,192.369076165,151.6635626431,58.4699491716
L,5,HL648,1,134.0669467686,178.9352954462,153.1705309231,54.0562621204
L,5,HL648,2,117.8354943862,197.8414756174,171.1390431156,66.5694905649
L,6,HL648,1,136.1161359542,185.0795337702,147.1044796734,51.8722548764
L,6,HL648,2,123.4693191576,199.0940453447,157.6102253707,59.7153025513
L,7,HL648,1,134.1201497001,193.8042647574,167.3269232266,59.0626872641
L,7,HL648,2,130.8818710695,198.8316596342,174.0245351796,65.2849941374
L,8,HL648,1,129.6792563143,190.0936292815,173.137450103,71.4107648725
L,8,HL648,2,142.0239166524,205.6507567965,173.74,63.772850845
L,9,HL648,1,161.2131211014,183.0711911842,154.4738175293,54.5620663518
L,9,HL648,2,134.3780270403,186.7562583983,160.3377709772,59.7284907609
L,10,HL648,1,55.4959062344,183.023521053,161.9444506768,66.0940281206
L,10,HL648,2,48.4655787826,194.6907717331,173.5298977015,84.4048067457
L,11,HL648,1,52.113679713,186.8794259897,170.20882511,65.9595366519
L,11,HL648,2,51.6667122372,194.9060680294,178.3236617003,81.5325689731
L,12,HL648,1,44.5939874148,188.7085639857,179.8623528865,76.4429920454
L,12,HL648,2,55.1475200145,212.4106107388,206.3215603585,110.4022140221
L,13,HL648,1,52.177814314,181.9011437096,174.3453605172,71.4067826952
L,13,HL648,2,51.299290507,199.1300327101,191.7428017607,85.3210031095
L,14,HL648,1,52.9243337141,185.1132275132,164.6388790907,61.7645502646
L,14,HL648,2,51.7470376319,188.8035861128,169.7652179145,68.54896809
L,15,HL648,1,71.5181925346,187.5239217398,162.6396683395,61.9776711034
L,15,HL648,2,53.4126396133,193.941678825,174.8987452582,69.7205135687
L,16,HL648,1,52.7423025986,180.0159564003,158.9919922874,64.2714555542
L,16,HL648,2,61.0569899726,198.5505225888,176.4026827358,81.1762843428
L,17,HL648,1,49.8283493433,187.662689737,167.545234972,69.889083224
L,17,HL648,2,70.6364542095,192.7810457516,164.2705499617,68.1668727551
L,18,HL648,1,52.2266800162,184.9652754326,165.8697232762,61.9354377322
L,18,HL648,2,69.9826716708,202.6320431161,184.297536858,77.5061689902
L,19,HL648,1,54.1595468234,178.0103871215,163.4760827903,61.4146224607
L,19,HL648,2,54.4874658522,193.998190614,172.0607572756,79.0035806796
